word,region,IPAs,file_path,wiktionary_url
arid,"US , without the Mary – marry – merry merger","[""/\u02c8\u00e6\u0279.\u026ad/""]",./audio_files/En-us-ne-arid.wav,https://en.wiktionary.org/wiki/arid
arid,"US , Mary – marry – merry merger","[""/\u02c8\u025b\u025a.\u026ad/""]",./audio_files/en-us-arid.wav,https://en.wiktionary.org/wiki/arid
Aries,US,"[""/\u02c8\u025b\u025a.iz/""]",./audio_files/en-us-Aries.wav,https://en.wiktionary.org/wiki/Aries
arises,US,"[""/\u0259\u02c8\u0279a\u026az\u026az/""]",./audio_files/en-us-arises.wav,https://en.wiktionary.org/wiki/arises
arising,US,"[""/\u0259\u02c8\u0279a\u026az\u026a\u014b/""]",./audio_files/en-us-arising.wav,https://en.wiktionary.org/wiki/arising
Aristarch,Southern England,"[""/\u02c8\u00e6\u0279\u026ast\u0251\u02d0k/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-Aristarch.wav,https://en.wiktionary.org/wiki/Aristarch
aristocracy,Received Pronunciation,"[""/\u02cc\u00e6.\u0279\u026a\u02c8st\u0252k.\u0279\u0259.si/""]",./audio_files/en-uk-aristocracy.wav,https://en.wiktionary.org/wiki/aristocracy
aristocracy,US,"[""/\u02cc\u025b\u0279.\u026a\u02c8st\u0251k.\u0279\u0259.si/""]",./audio_files/en-us-aristocracy.wav,https://en.wiktionary.org/wiki/aristocracy
Aristotelian,Southern England,"[""/\u02cc\u00e6\u0279\u026ast\u0259\u02c8ti\u02d0li\u0259n/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-Aristotelian.wav,https://en.wiktionary.org/wiki/Aristotelian
arithmetic,US,"[""/\u02cc\u00e6\u0279\u026a\u03b8\u02c8m\u025bt\u026ak/""]",./audio_files/En-us-arithmetic.wav,https://en.wiktionary.org/wiki/arithmetic
arithmomania,US,"[""-e\u026ani\u0259""]","./audio_files/LL-Q1860_(eng)-Flame,_not_lame-arithmomania.wav",https://en.wiktionary.org/wiki/arithmomania
ark,US,"[""/\u0251\u0279k/""]",./audio_files/en-us-arc.wav,https://en.wiktionary.org/wiki/ark
Arkite,US,"[""/\u02c8\u0251\u0279.ka\u026at/"", ""[\u02c8\u0251\u0279\u02cck\u02b0\u028c\u026a\u032ft\u031a]""]",./audio_files/LL-Q1860_(eng)-JutishMale-Arkite.wav,https://en.wiktionary.org/wiki/Arkite
arm,US,"[""/\u0251\u0279m/""]",./audio_files/en-us-arm.wav,https://en.wiktionary.org/wiki/arm
armadillo,US,"[""/\u0251\u0279m\u0259\u02c8d\u026alo\u028a/""]",./audio_files/en-us-armadillo.wav,https://en.wiktionary.org/wiki/armadillo
armageddons,Southern England,"[""/\u02cc\u0251\u02d0(\u0279)m\u0259\u02c8\u0261\u025bd\u0259nz/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-armageddons.wav,https://en.wiktionary.org/wiki/armageddons
armament,Southern England,"[""/\u02c8\u0251\u02d0(\u0279)m\u0259m\u0259nt/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-armament.wav,https://en.wiktionary.org/wiki/armament
armchair,US,"[""/\u02c8\u0251\u0279mt\u0361\u0283\u025b\u025a/""]",./audio_files/en-us-armchair.wav,https://en.wiktionary.org/wiki/armchair
armed,US,"[""/\u0251\u0279md/""]",./audio_files/en-us-armed.wav,https://en.wiktionary.org/wiki/armed
Armenia,US,"[""/\u0251\u0279\u02c8mi.ni.\u0259/"", ""[\u0251\u0279\u02c8mi.nj\u0259]""]",./audio_files/en-us-Armenia.wav,https://en.wiktionary.org/wiki/Armenia
Armenia,UK,"[""/\u0251\u02d0\u02c8mi\u02d0.ni.\u0259/""]",./audio_files/LL-Q1860_(eng)-Soundguys-Armenia.wav,https://en.wiktionary.org/wiki/Armenia
Armenian,US,"[""/\u0251\u0279\u02c8mini.\u0259n/""]",./audio_files/en-us-Armenian.wav,https://en.wiktionary.org/wiki/Armenian
armful,Received Pronunciation,"[""/\u02c8\u0251\u02d0mf\u028al/""]",./audio_files/LL-Q1860_(eng)-I_learned_some_phrases-armful.wav,https://en.wiktionary.org/wiki/armful
armful,US,"[""/\u02c8\u0251\u0279m\u02ccf\u028al/""]",./audio_files/en-us-armful.wav,https://en.wiktionary.org/wiki/armful
armhole,Southern England,"[""/\u02c8\u0251\u0279m\u02ccho\u028al/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-armhole.wav,https://en.wiktionary.org/wiki/armhole
armies,US,"[""/\u02c8\u0251\u0279.miz/""]",./audio_files/en-us-armies.wav,https://en.wiktionary.org/wiki/armies
armigerous,Southern England,"[""/\u0251\u02d0\u02c8m\u026a.d\u0292\u0259.\u0279\u0259s/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-armigerous.wav,https://en.wiktionary.org/wiki/armigerous
armlet,US,"[""/\u02c8\u0251\u0279ml\u0259t/""]",./audio_files/LL-Q1860_(eng)-Wodencafe-armlet.wav,https://en.wiktionary.org/wiki/armlet
armoire,US,"[""/\u0251\u0279m\u02c8w\u0251\u0279/""]",./audio_files/En-us-armoire.wav,https://en.wiktionary.org/wiki/armoire
armor,US,"[""/\u02c8\u0251\u02d0\u0279.m\u025a/""]",./audio_files/en-us-armor.wav,https://en.wiktionary.org/wiki/armor
armor,US,"[""/\u02c8\u0251\u02d0\u0279.m\u025a/""]",./audio_files/En-us-armour.wav,https://en.wiktionary.org/wiki/armor
armpit,US,"[""/\u02c8\u0251\u0279m\u02ccp\u026at/""]",./audio_files/en-us-armpit.wav,https://en.wiktionary.org/wiki/armpit
arms,US,"[""/\u0251\u0279mz/""]",./audio_files/en-us-arms.wav,https://en.wiktionary.org/wiki/arms
army,US,"[""/\u02c8\u0251\u0279.mi/""]",./audio_files/en-us-army.wav,https://en.wiktionary.org/wiki/army
a rolling stone gathers no moss,US,"[""/\u0259 \u02c8\u0279ol.\u026a\u014b sto\u028an \u02c8\u0261\u00e6\u00f0.\u0259\u0279z no\u028a m\u0254s/""]",./audio_files/En-us-a_rolling_stone_gathers_no_moss.wav,https://en.wiktionary.org/wiki/a_rolling_stone_gathers_no_moss
a rolling stone gathers no moss,Southern England,"[""/\u0259 \u02c8\u0279ol.\u026a\u014b sto\u028an \u02c8\u0261\u00e6\u00f0.\u0259\u0279z no\u028a m\u0254s/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-a_rolling_stone_gathers_no_moss.wav,https://en.wiktionary.org/wiki/a_rolling_stone_gathers_no_moss
aroma,US,"[""/\u0259\u02c8\u0279o\u028am\u0259/""]",./audio_files/en-us-aroma.wav,https://en.wiktionary.org/wiki/aroma
aromatherapy,US,"[""/\u0259\u02ccr\u0259\u028am\u0259\u02c8\u03b8\u025br\u0259pi/""]","./audio_files/LL-Q1860_(eng)-Flame,_not_lame-aromatherapy.wav",https://en.wiktionary.org/wiki/aromatherapy
aromatic,US,"[""/\u02cc\u025b\u0279.\u0259\u02c8m\u00e6t.\u026ak/"", ""[\u02cc\u025b\u0279.\u0259\u02c8m\u00e6\u027e.\u026ak]""]",./audio_files/en-us-aromatic.wav,https://en.wiktionary.org/wiki/aromatic
aromatize,Southern England,"[""/\u0259\u02c8\u0279\u0259\u028am\u0259ta\u026az/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-aromatize.wav,https://en.wiktionary.org/wiki/aromatize
arose,US,"[""-\u0259\u028az""]",./audio_files/en-us-arose.wav,https://en.wiktionary.org/wiki/arose
arpeggio,Southern England,"[""/\u0251\u0279\u02c8p\u025b.d\u0361\u0292i.o\u028a/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arpeggio.wav,https://en.wiktionary.org/wiki/arpeggio
Arpitan,US,"[""/\u02c8\u0251\u0279.p\u026a.t\u0259n/""]",./audio_files/en-US-Arpitan.wav,https://en.wiktionary.org/wiki/Arpitan
arr,Southern England,"[""/\u0251\u02d0(\u0279)/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arr.wav,https://en.wiktionary.org/wiki/arr
arraignment,Southern England,"[""/\u0259\u02c8\u0279e\u026anm\u0259nt/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arraignment.wav,https://en.wiktionary.org/wiki/arraignment
arranged,US,"[""/\u0259\u02c8\u0279e\u026and\u0361\u0292d/""]",./audio_files/en-us-arranged.wav,https://en.wiktionary.org/wiki/arranged
arrangement,US,"[""/\u0259\u02c8\u0279e\u026and\u0361\u0292m\u0259nt/""]",./audio_files/en-us-arrangement.wav,https://en.wiktionary.org/wiki/arrangement
arrangements,US,"[""/\u0259\u02c8\u0279e\u026and\u0361\u0292m\u0259nts/""]",./audio_files/en-us-arrangements.wav,https://en.wiktionary.org/wiki/arrangements
arranging,US,"[""/\u0259\u02c8\u0279e\u026and\u0361\u0292\u026a\u014b/""]",./audio_files/LL-Q1860_(eng)-Persent101-arranging.wav,https://en.wiktionary.org/wiki/arranging
array,US,"[""/\u0259\u02c8\u0279e\u026a/""]",./audio_files/en-us-array.wav,https://en.wiktionary.org/wiki/array
arrested,US,"[""/\u0259\u02c8\u0279\u025bst\u026ad/""]",./audio_files/en-us-arrested.wav,https://en.wiktionary.org/wiki/arrested
arresting,Southern England,"[""/\u0259\u02c8\u0279\u025bst\u026a\u014b/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arresting.wav,https://en.wiktionary.org/wiki/arresting
arrogate,Southern England,"[""/\u02c8\u00e6\u0279\u0259\u0261e\u026at/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arrogate.wav,https://en.wiktionary.org/wiki/arrogate
arroyo,US,"[""/\u0259\u02c8\u0279\u0254\u026a.o\u028a/""]",./audio_files/LL-Q1860_(eng)-Sapaa-arroyo.wav,https://en.wiktionary.org/wiki/arroyo
arsehole,General Australian,"[""/\u02c8\u0251\u02d0(\u0279)s.ho\u028al/""]",./audio_files/EN-AU_ck1_arsehole.wav,https://en.wiktionary.org/wiki/arsehole
arsehole,Southern England,"[""/\u02c8\u0251\u02d0(\u0279)s.ho\u028al/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arsehole.wav,https://en.wiktionary.org/wiki/arsehole
arsenic,US,"[""/\u02c8\u0251\u0279s\u0259n\u026ak/""]",./audio_files/En-us-arsenic.wav,https://en.wiktionary.org/wiki/arsenic
arsole,Southern England,"[""/\u02c8\u0251\u02d0(\u0279).so\u028al/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arsole.wav,https://en.wiktionary.org/wiki/arsole
arson,US,"[""/\u02c8\u0251\u0279s\u0259n/""]",./audio_files/En-us-arson.wav,https://en.wiktionary.org/wiki/arson
art,UK,"[""/\u0251\u02d0t/""]",./audio_files/En-uk-art.wav,https://en.wiktionary.org/wiki/art
art,US,"[""/\u0251\u0279t/""]",./audio_files/en-us-art.wav,https://en.wiktionary.org/wiki/art
Art Deco,US,"[""/\u02cc\u0251\u0279t \u02c8d\u025bko\u028a/""]",./audio_files/En-us-Art_Deco.wav,https://en.wiktionary.org/wiki/Art_Deco
Artemis,Southern England,"[""/\u02c8\u0251\u0279t\u0259m\u026as/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-Artemis.wav,https://en.wiktionary.org/wiki/Artemis
artery,US,"[""/\u02c8\u0251\u0279.t\u0259\u0279.i/""]",./audio_files/en-us-artery.wav,https://en.wiktionary.org/wiki/artery
artfag,US,"[""/\u02c8\u0251\u0279t\u02ccf\u00e6\u0261/""]",./audio_files/En-US-artfag.wav,https://en.wiktionary.org/wiki/artfag
artfag,General Australian,"[""/\u02c8\u0251\u0279t\u02ccf\u00e6\u0261/""]",./audio_files/En-au-artfag.wav,https://en.wiktionary.org/wiki/artfag
arthritis,Southern England,"[""/\u0251\u02d0\u02c8\u03b8\u0279(a)\u026at\u026as/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arthritis.wav,https://en.wiktionary.org/wiki/arthritis
arthritis,Texas,"[""/\u0251\u0279\u02c8\u03b8\u0279(a)\u026at\u026as/"", ""[\u0251\u0279\u02c8\u03b8\u0279(a)\u026a\u027e\u026as]""]",./audio_files/LL-Q1860_(eng)-Wodencafe-arthritis.wav,https://en.wiktionary.org/wiki/arthritis
arthritis,Canada,"[""/\u0251\u0279\u02c8\u03b8\u0279(a)\u026at\u026as/"", ""[\u0251\u0279\u02c8\u03b8\u0279(a)\u026a\u027e\u026as]""]",./audio_files/LL-Q1860_(eng)-Ajshul-arthritis.wav,https://en.wiktionary.org/wiki/arthritis
arthropod,US,"[""/\u02c8\u0251\u02d0\u03b8\u0279\u0259p\u0252d/""]",./audio_files/LL-Q1860_(eng)-Vininn126-arthropod.wav,https://en.wiktionary.org/wiki/arthropod
articles,US,"[""/\u02c8\u0251\u0279t\u026ak\u0259lz/""]",./audio_files/en-us-articles.wav,https://en.wiktionary.org/wiki/articles
articular,Southern England,"[""-\u026akj\u028al\u0259(\u0279)""]",./audio_files/LL-Q1860_(eng)-Vealhurl-articular.wav,https://en.wiktionary.org/wiki/articular
articulate,US,"[""/\u0251\u02d0\u0279\u02c8t\u026ak.j\u0259.l\u0259t/""]",./audio_files/en-us-articulate-adj.wav,https://en.wiktionary.org/wiki/articulate
articulate,UK,"[""/\u0251\u02d0(\u0279)\u02c8t\u026ak.j\u028a.l\u0259t/""]",./audio_files/en-gb-articulate-adj.wav,https://en.wiktionary.org/wiki/articulate
articulation,US,"[""/\u0251\u0279\u02cct\u026ak.j\u0259\u02c8le\u026a.\u0283\u0259n/""]",./audio_files/en-us-articulation.wav,https://en.wiktionary.org/wiki/articulation
artifact,Southern England,"[""/\u02c8\u0251\u02d0t\u026af\u00e6kt/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-artifact.wav,https://en.wiktionary.org/wiki/artifact
artifice,US,"[""/\u02c8\u0251\u02d0(\u0279)t\u026af\u026as/""]",./audio_files/en-us-artifice.wav,https://en.wiktionary.org/wiki/artifice
artillery,US,"[""/\u0251\u0279\u02c8t\u026al\u0259\u0279i/""]",./audio_files/en-us-artillery.wav,https://en.wiktionary.org/wiki/artillery
artisanal,Southern England,"[""/\u0251\u02d0\u02c8t\u026az\u0259n(\u0259)l/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-artisanal.wav,https://en.wiktionary.org/wiki/artisanal
artist,US,"[""/\u02c8\u0251\u0279.t\u026ast/"", ""[\u02c8\u0251\u0279.\u027e\u026ast]""]",./audio_files/en-us-artist.wav,https://en.wiktionary.org/wiki/artist
artiste,US,"[""/\u0251\u0279\u02c8ti\u02d0st/""]",./audio_files/LL-Q1860_(eng)-Sapaa-artiste.wav,https://en.wiktionary.org/wiki/artiste
artistic,US,"[""/\u0251\u0279\u02c8t\u026ast\u026ak/""]",./audio_files/LL-Q1860_(eng)-Wodencafe-artistic.wav,https://en.wiktionary.org/wiki/artistic
artistry,US,"[""/\u02c8\u0251\u02d0(\u0279)t\u026ast\u0279i/""]",./audio_files/LL-Q1860_(eng)-JutishMale-artistry.wav,https://en.wiktionary.org/wiki/artistry
artists,US,"[""/\u02c8\u0251\u0279.t\u026asts/""]",./audio_files/en-us-artists.wav,https://en.wiktionary.org/wiki/artists
artlang,US,"[""/\u02c8\u0251(\u0279)t.l\u00e6\u014b/""]",./audio_files/LL-Q1860_(eng)-Sapaa-artlang.wav,https://en.wiktionary.org/wiki/artlang
arts,US,"[""/\u0251\u0279ts/""]",./audio_files/en-us-arts.wav,https://en.wiktionary.org/wiki/arts
artsie,Southern England,"[""/\u02c8\u0251\u0279tsi/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-artsy.wav,https://en.wiktionary.org/wiki/artsie
artsy,Southern England,"[""/\u02c8\u0251\u0279tsi/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-artsy.wav,https://en.wiktionary.org/wiki/artsy
arum,Southern England,"[""/\u02c8\u025b(\u0259)\u0279\u0259m/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-arum.wav,https://en.wiktionary.org/wiki/arum
arum,US,"[""/\u02c8\u025b(\u0259)\u0279\u0259m/""]",./audio_files/LL-Q1860_(eng)-Wodencafe-arum.wav,https://en.wiktionary.org/wiki/arum
Arunachal Pradesh,US,"[""/\u02cc\u0251\u02d0\u0279\u0259\u02ccn\u0251\u02d0t\u0283\u0259l p\u0279\u0259\u02c8d\u025b\u0283/""]",./audio_files/LL-Q1860_(eng)-Persent101-Arunachal_Pradesh.wav,https://en.wiktionary.org/wiki/Arunachal_Pradesh
arvo,General Australian,"[""/\u02c8\u0250\u02d0.v\u0259\u0289/""]",./audio_files/en-au-arvo.wav,https://en.wiktionary.org/wiki/arvo
asail,Southern England,"[""/\u0259\u02c8se\u026al/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-assail.wav,https://en.wiktionary.org/wiki/asail
ascendancy,Southern England,"[""/\u0259\u02c8s\u025bnd\u0259nsi/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-ascendancy.wav,https://en.wiktionary.org/wiki/ascendancy
ascension,US,"[""/\u0259\u02c8s\u025bn\u0283\u0259n/""]",./audio_files/LL-Q1860_(eng)-Vininn126-ascension.wav,https://en.wiktionary.org/wiki/ascension
ascent,Southern California,"[""/\u0259\u02c8s\u025bnt/""]",./audio_files/en-us-ascent.wav,https://en.wiktionary.org/wiki/ascent
ascertain,US,"[""/\u02cc\u00e6s\u025a\u02c8te\u026an/""]",./audio_files/en-us-ascertain.wav,https://en.wiktionary.org/wiki/ascertain
ascesis,Received Pronunciation,"[""/\u0259\u02c8si\u02d0s\u026as/""]",./audio_files/En-uk-ascesis.wav,https://en.wiktionary.org/wiki/ascesis
asceticism,Southern England,"[""/\u0259\u02c8s\u025bt.\u0259\u02ccs\u026az.\u0259m/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-asceticism.wav,https://en.wiktionary.org/wiki/asceticism
Ascot,Southern England,"[""/\u02c8\u00e6sk\u0259t/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-Ascot.wav,https://en.wiktionary.org/wiki/Ascot
aseptic,US,"[""/\u0259\u02c8s\u025bpt\u026ak/""]",./audio_files/LL-Q1860_(eng)-Vininn126-aseptic.wav,https://en.wiktionary.org/wiki/aseptic
ashamed,US,"[""/\u0259\u02c8\u0283e\u026amd/""]",./audio_files/en-us-ashamed.wav,https://en.wiktionary.org/wiki/ashamed
ashen,Southern England,"[""/\u02c8\u00e6\u0283.\u0259n/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-ashen.wav,https://en.wiktionary.org/wiki/ashen
Asher,US,"[""/\u02c8\u00e6.\u0283\u025a/""]",./audio_files/En-us-Asher.wav,https://en.wiktionary.org/wiki/Asher
Asherite,US,"[""/\u02c8\u00e6.\u0283\u025a\u02cca\u026at/"", ""[\u02c8\u00e6\u0283\u025a.\u028c\u026a\u032ft\u031a]""]",./audio_files/LL-Q1860_(eng)-JutishMale-Asherite.wav,https://en.wiktionary.org/wiki/Asherite
ashore,US,"[""/\u0259\u02c8\u0283o\u0279/""]",./audio_files/en-us-ashore.wav,https://en.wiktionary.org/wiki/ashore
a short drop and a sudden stop,General Australian,"[""[\u0259 \u02cc\u0283\u0254\u0279\u0294 \u02c8d\u0279\u0252p \u0259n \u0259 \u02ccs\u028cdn\u0329 \u02c8st\u0252p]""]",./audio_files/en-au-a_short_drop_and_a_sudden_stop.wav,https://en.wiktionary.org/wiki/a_short_drop_and_a_sudden_stop
ashtray,US,"[""/\u02c8\u00e6\u0283.t\u0279e\u026a/""]",./audio_files/en-us-ashtray.wav,https://en.wiktionary.org/wiki/ashtray
ashtray,UK,"[""/\u02c8\u00e6\u0283.t\u0279e\u026a/""]",./audio_files/En-uk-ashtray.wav,https://en.wiktionary.org/wiki/ashtray
Asian lion,US,"[""/\u02c8e\u026a\u0292\u0259n \u02c8la\u026a\u0259n/""]",./audio_files/LL-Q1860_(eng)-Persent101-Asian_lion.wav,https://en.wiktionary.org/wiki/Asian_lion
asides,US,"[""/\u0259\u02c8sa\u026adz/""]",./audio_files/LL-Q1860_(eng)-Wodencafe-asides.wav,https://en.wiktionary.org/wiki/asides
askance,US,"[""/\u0259\u02c8sk\u00e6ns/""]",./audio_files/en-us-askance.wav,https://en.wiktionary.org/wiki/askance
asker,US,"[""/\u02c8\u00e6sk.\u025a/""]",./audio_files/En-us-asker.wav,https://en.wiktionary.org/wiki/asker
asker,UK,"[""/\u02c8\u0251\u02d0sk.\u0259/""]",./audio_files/En-uk-asker.wav,https://en.wiktionary.org/wiki/asker
askers,US,"[""/\u02c8\u00e6sk.\u025az/""]",./audio_files/En-us-askers.wav,https://en.wiktionary.org/wiki/askers
askers,UK,"[""/\u02c8\u0251\u02d0sk.\u0259z/""]",./audio_files/En-uk-askers.wav,https://en.wiktionary.org/wiki/askers
asking,US,"[""/\u02c8\u00e6sk\u026a\u014b/""]",./audio_files/en-us-asking.wav,https://en.wiktionary.org/wiki/asking
asks,US,"[""/\u00e6sks/""]",./audio_files/en-us-asks.wav,https://en.wiktionary.org/wiki/asks
Asmara,Southern England,"[""/\u00e6s\u02c8m\u0251\u02d0\u0279\u0259/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-Asmara.wav,https://en.wiktionary.org/wiki/Asmara
aspartame,US,"[""/\u02c8\u00e6sp\u025a\u02ccte\u026am/""]",./audio_files/en-us-aspartame.wav,https://en.wiktionary.org/wiki/aspartame
a-spec,US,"[""/\u02c8e\u026a.sp\u025bk/""]","./audio_files/LL-Q1860_(eng)-Flame,_not_lame-a-spec.wav",https://en.wiktionary.org/wiki/a-spec
aspect,US,"[""/\u02c8\u00e6sp\u025bkt/""]",./audio_files/en-us-aspect.wav,https://en.wiktionary.org/wiki/aspect
aspects,US,"[""/\u02c8\u00e6sp\u025bkts/""]",./audio_files/en-us-aspects.wav,https://en.wiktionary.org/wiki/aspects
aspen,Southern England,"[""/\u02c8\u00e6sp\u0259n/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-aspen.wav,https://en.wiktionary.org/wiki/aspen
asper,US,"[""/\u02c8\u00e6sp\u025a/""]",./audio_files/En-us-asper.wav,https://en.wiktionary.org/wiki/asper
asphyxiate,Southern England,"[""/\u0259s\u02c8f\u026aksie\u026at/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-asphyxiate.wav,https://en.wiktionary.org/wiki/asphyxiate
asphyxiation,US,"[""/\u00e6sf\u026aksi\u02c8e\u026a\u0283\u0259n/""]","./audio_files/LL-Q1860_(eng)-Flame,_not_lame-asphyxiation.wav",https://en.wiktionary.org/wiki/asphyxiation
aspic,Southern England,"[""/\u02c8\u00e6sp\u026ak/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-aspic.wav,https://en.wiktionary.org/wiki/aspic
aspiration,US,"[""/\u02cc\u00e6sp\u0259\u02c8\u0279e\u026a\u0283\u0259n/""]",./audio_files/LL-Q1860_(eng)-JutishMale-aspiration.wav,https://en.wiktionary.org/wiki/aspiration
aspiration,Southern England,"[""/\u02cc\u00e6sp\u0259\u02c8\u0279e\u026a\u0283\u0259n/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-aspiration.wav,https://en.wiktionary.org/wiki/aspiration
aspirational,US,"[""/\u02cc\u00e6sp\u0259\u02c8\u0279e\u026a\u0283\u0259n\u0259l/""]",./audio_files/Aspirational_US.wav,https://en.wiktionary.org/wiki/aspirational
aspirationalism,US,"[""/\u02cc\u00e6s.p\u0259\u02c8\u0279e\u026a.\u0283\u0259.n\u0259l.\u026az.\u0259m/""]",./audio_files/Aspirationalism_US.wav,https://en.wiktionary.org/wiki/aspirationalism
aspire,US,"[""/\u0259\u02c8spa\u026a\u025a/""]",./audio_files/en-us-aspire.wav,https://en.wiktionary.org/wiki/aspire
aspirin,Southern England,"[""/\u02c8\u00e6sp(\u026a)\u0279\u026an/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-aspirin.wav,https://en.wiktionary.org/wiki/aspirin
aspis,US,"[""/\u02c8\u00e6sp\u026as/""]",./audio_files/en-us-aspis.wav,https://en.wiktionary.org/wiki/aspis
asquint,Southern England,"[""/\u0259\u02c8skw\u026ant/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-asquint.wav,https://en.wiktionary.org/wiki/asquint
assail,Southern England,"[""/\u0259\u02c8se\u026al/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-assail.wav,https://en.wiktionary.org/wiki/assail
assailant,Southern England,"[""/\u0259\u02c8se\u026al\u0259nt/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-assailant.wav,https://en.wiktionary.org/wiki/assailant
Assange,US,"[""/\u0259\u02c8s\u0251\u02d0n\u0292/""]",./audio_files/En-us-Assange.wav,https://en.wiktionary.org/wiki/Assange
assassin,UK,"[""/\u0259\u02c8s\u00e6s\u026an/""]",./audio_files/En-uk-assassin.wav,https://en.wiktionary.org/wiki/assassin
assassinate,US,"[""/\u0259\u02c8s\u00e6s(\u0259)n\u02cce\u026at/""]",./audio_files/En-us-assassinate.wav,https://en.wiktionary.org/wiki/assassinate
assassinatrix,General Australian,"[""/\u0259\u02c8s\u00e6s\u026a\u02ccne\u026at\u0279\u026aks/""]",./audio_files/en-au-assassinatrix.wav,https://en.wiktionary.org/wiki/assassinatrix
asscheek,US,"[""/\u02c8\u00e6st\u0361\u0283ik/""]","./audio_files/LL-Q1860_(eng)-Flame,_not_lame-asscheek.wav",https://en.wiktionary.org/wiki/asscheek
assclown,US,"[""/\u02c8\u00e6s\u02cckla\u028an/""]","./audio_files/LL-Q1860_(eng)-Flame,_not_lame-assclown.wav",https://en.wiktionary.org/wiki/assclown
assemblage,US,"[""/\u0259\u02c8s\u025bmbl\u026ad\u0361\u0292/""]",./audio_files/LL-Q1860_(eng)-Vininn126-assemblage.wav,https://en.wiktionary.org/wiki/assemblage
assemble,US,"[""/\u0259\u02c8s\u025bmbl\u0329/""]",./audio_files/en-us-assemble.wav,https://en.wiktionary.org/wiki/assemble
assembled,US,"[""/\u0259\u02c8s\u025bmbl\u0329d/""]",./audio_files/en-us-assembled.wav,https://en.wiktionary.org/wiki/assembled
assembler,Southern England,"[""/\u0259\u02c8s\u025bmb(\u0259)l\u025a/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-assembler.wav,https://en.wiktionary.org/wiki/assembler
assembly,US,"[""/\u0259\u02c8s\u025bmb.li/""]",./audio_files/en-us-assembly.wav,https://en.wiktionary.org/wiki/assembly
assented,US,"[""/\u0259\u02c8s\u025bnt\u026ad/""]",./audio_files/en-us-assented.wav,https://en.wiktionary.org/wiki/assented
assert,US,"[""/\u0259\u02c8s\u025dt/""]",./audio_files/En-us-assert.wav,https://en.wiktionary.org/wiki/assert
asserted,US,"[""/\u0259\u02c8s\u025dt\u026ad/""]",./audio_files/en-us-asserted.wav,https://en.wiktionary.org/wiki/asserted
assertion,US,"[""/\u0259\u02c8s\u025c\u0279\u0283\u0259n/"", ""[\u0259\u02c8s\u025d\u0283n\u0329]""]",./audio_files/en-us-assertion.wav,https://en.wiktionary.org/wiki/assertion
assertion,UK,"[""-\u025c\u02d0(\u0279)\u0283\u0259n""]",./audio_files/LL-Q1860_(eng)-I_learned_some_phrases-assertion.wav,https://en.wiktionary.org/wiki/assertion
assertive,US,"[""/\u0259\u02c8s\u025dt\u026av/""]",./audio_files/LL-Q1860_(eng)-Vininn126-assertive.wav,https://en.wiktionary.org/wiki/assertive
assess,California,"[""/\u0259\u02c8s\u025bs/""]",./audio_files/en-us-assess.wav,https://en.wiktionary.org/wiki/assess
assessor,Southern England,"[""/\u0259\u02c8s\u025bs\u0259/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-assessor.wav,https://en.wiktionary.org/wiki/assessor
assets,Southern England,"[""/\u02c8\u00e6s\u025bts/""]",./audio_files/LL-Q1860_(eng)-Vealhurl-assets.wav,https://en.wiktionary.org/wiki/assets
